playerID,yearID,stint,teamID,lgID,bats,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,age,PA,avg,allStar,allStarStart,weight,height,Rating
herrto01,1985,1,SLN,NL,B,159,596,97,180,38,3,8,110,31,3,80,55,5,2,5,13,6,29,4.173,0.302,1,4,175,72,0.629313777
hornebo01,1985,1,ATL,NL,R,130,483,61,129,25,3,27,89,1,1,50,57,4,1,0,6,18,28,3.29,0.267,-1,-1,195,73,0.43595953
hrbekke01,1985,1,MIN,AL,L,158,593,78,165,31,2,21,93,1,1,67,87,12,2,0,4,12,25,4.074,0.278,-1,-1,200,76,0.313338932
jacksre01,1985,1,CAL,AL,L,143,460,64,116,27,0,27,85,1,2,78,138,12,1,0,2,16,39,3.321,0.252,-1,-1,195,72,0.178311154
jacobbr01,1985,1,CLE,AL,R,161,606,72,166,26,3,20,87,2,3,48,120,3,0,1,7,17,26,4.037,0.274,-1,-1,175,71,0.211103586
kennete02,1985,1,SDN,NL,L,143,532,54,139,27,1,10,74,0,0,31,102,10,0,0,2,19,29,3.475,0.261,1,2,220,75,0.196372874
kingmda01,1985,1,OAK,AL,R,158,592,66,141,16,0,30,91,3,2,62,114,6,2,2,8,17,37,4.037,0.238,-1,-1,210,78,0.217949118
lacyle01,1985,1,BAL,AL,R,121,492,69,144,22,4,9,48,10,3,39,95,0,2,1,6,10,37,3.278,0.293,-1,-1,175,73,0.205810469
landrke01,1985,1,LAN,NL,L,147,482,70,129,26,2,12,50,15,5,33,37,2,1,3,8,9,31,3.179,0.268,-1,-1,165,70,0.570679388
lawva01,1985,1,MON,NL,R,147,519,75,138,30,6,10,52,6,5,86,96,0,2,8,6,11,29,3.735,0.266,-1,-1,185,74,0.224966564
lemonch01,1985,1,DET,AL,R,145,517,69,137,28,4,18,68,0,2,45,93,3,10,0,3,5,30,3.469,0.265,-1,-1,190,72,0.24258556
leonaje01,1985,1,SFN,NL,R,133,507,49,122,20,3,17,62,11,6,21,107,5,1,1,1,19,30,3.259,0.241,-1,-1,200,74,0.182670373
marshmi02,1985,1,LAN,NL,R,135,518,72,152,27,2,28,95,3,10,37,137,6,3,2,4,8,25,3.426,0.293,-1,-1,215,77,0.199874216
martica01,1985,1,SDN,NL,R,150,514,64,130,28,1,21,72,0,4,87,82,4,3,2,4,10,25,3.71,0.253,-1,-1,190,74,0.273640707
mattido01,1985,1,NYA,AL,L,159,652,107,211,48,3,35,145,2,2,56,41,13,2,2,15,15,24,4.37,0.324,1,0,175,72,1
mcgeewi01,1985,1,SLN,NL,B,152,612,114,216,26,18,10,82,56,16,34,86,2,0,1,5,3,27,3.988,0.353,1,0,175,73,0.42915578
mcreyke01,1985,1,SDN,NL,R,152,564,61,132,24,4,15,75,4,0,43,81,6,3,2,4,17,26,3.747,0.234,-1,-1,205,72,0.272528749
meachbo01,1985,1,NYA,AL,B,156,481,70,105,16,2,1,47,25,7,54,102,1,5,23,3,7,25,3.302,0.218,-1,-1,175,73,0.190416526
milneed01,1985,1,CIN,NL,L,145,453,82,115,19,7,3,33,35,13,61,31,3,1,2,3,3,30,3.173,0.254,-1,-1,173,71,0.696624014
molitpa01,1985,1,ML4,AL,R,140,576,93,171,28,3,10,48,21,7,54,80,6,1,7,4,12,29,3.889,0.297,1,0,185,72,0.306148589
morelke01,1985,1,CHN,NL,R,161,587,74,180,30,3,14,106,12,3,68,58,7,1,2,9,14,31,4.043,0.307,-1,-1,190,72,0.4970713
mosebll01,1985,1,TOR,AL,L,152,584,92,151,30,7,18,70,37,15,76,91,4,4,1,5,12,26,4.074,0.259,-1,-1,200,75,0.336609386
murphda05,1985,1,ATL,NL,R,162,616,118,185,32,2,37,111,10,3,90,141,15,1,0,5,14,29,4.358,0.3,1,8,210,76,0.265126991
murphdw01,1985,1,OAK,AL,L,152,523,77,122,21,3,20,59,4,5,84,123,3,3,5,4,14,30,3.747,0.233,-1,-1,185,73,0.180448631
murraed02,1985,1,BAL,AL,B,156,583,111,173,37,1,31,124,5,2,84,68,12,2,0,8,8,29,4.117,0.297,1,3,190,74,0.54797163
nettlgr01,1985,1,SDN,NL,L,137,440,66,115,23,1,15,61,0,0,72,59,5,0,0,3,10,41,3.16,0.261,1,5,180,72,0.339492087
obriepe03,1985,1,TEX,AL,L,159,573,69,153,34,3,22,92,5,10,69,53,4,1,3,9,18,27,3.963,0.267,-1,-1,185,73,0.512050725
oestero01,1985,1,CIN,NL,B,152,526,59,155,26,3,1,34,5,0,51,65,17,0,2,5,13,29,3.562,0.295,-1,-1,185,74,0.237786752
parkeda01,1985,1,CIN,NL,L,160,635,88,198,42,4,34,125,5,13,52,80,24,3,0,4,26,34,4.241,0.312,1,0,230,77,0.449233378
parrila02,1985,1,DET,AL,R,140,549,64,150,27,1,28,98,2,6,41,90,5,2,3,5,10,29,3.642,0.273,0,0,210,75,0.294856046
penato01,1985,1,PIT,NL,R,147,546,53,136,27,2,10,59,12,8,29,67,4,0,7,5,19,28,3.549,0.249,1,0,175,72,0.293539809
pendlte01,1985,1,SLN,NL,B,149,559,56,134,16,3,5,69,17,12,37,75,4,0,3,3,18,25,3.679,0.24,-1,-1,178,69,0.267033376
percoja01,1985,1,SEA,AL,L,125,485,60,128,17,7,2,23,31,2,50,36,0,3,2,2,9,31,3.302,0.264,-1,-1,160,70,0.46939126
pettiga01,1985,1,CAL,AL,B,125,443,67,114,10,8,1,32,56,9,62,125,0,0,9,2,5,27,3.117,0.257,-1,-1,165,73,0.16794671
preslji01,1985,1,SEA,AL,R,155,570,71,157,33,1,28,84,2,2,44,100,9,1,1,9,29,24,3.79,0.275,-1,-1,200,73,0.264168116
puckeki01,1985,1,MIN,AL,R,161,691,80,199,29,13,4,74,21,12,41,87,0,4,5,3,9,25,4.519,0.288,-1,-1,178,68,0.306429019
raineti01,1985,1,MON,NL,B,150,575,115,184,30,13,11,41,70,9,81,60,13,3,3,3,9,26,4.049,0.32,1,0,160,68,0.562851871
ramirra01,1985,1,ATL,NL,R,138,568,54,141,25,4,5,58,2,6,20,63,1,0,2,5,21,27,3.63,0.248,-1,-1,170,72,0.283491194
randowi01,1985,1,NYA,AL,R,143,497,75,137,21,2,5,40,16,9,85,39,3,4,5,6,24,31,3.593,0.276,-1,-1,165,71,0.492013493
rayjo01,1985,1,PIT,NL,B,154,594,67,163,33,3,7,70,13,9,46,24,10,1,5,6,11,28,3.951,0.274,-1,-1,170,71,0.970182581
riceji01,1985,1,BOS,AL,R,140,546,85,159,20,3,27,103,2,0,51,75,5,2,0,9,35,32,3.685,0.291,1,7,200,74,0.385982417
ripkeca01,1985,1,BAL,AL,R,161,642,116,181,32,5,26,110,2,3,67,68,1,1,0,8,32,25,4.377,0.282,1,6,200,76,0.516055029
samueju01,1985,1,PHI,NL,R,161,663,101,175,31,13,19,74,53,19,33,141,2,6,2,5,8,25,4.296,0.264,-1,-1,170,71,0.248862223
sandbry01,1985,1,CHN,NL,R,153,609,113,186,31,6,26,83,54,11,57,97,5,1,2,4,10,26,4.111,0.305,1,0,175,73,0.389122973
santara01,1985,1,NYN,NL,R,154,529,41,136,19,1,1,29,1,0,29,54,12,0,4,2,14,27,3.444,0.257,-1,-1,165,73,0.205824395
saxst01,1985,1,LAN,NL,R,136,488,62,136,8,4,1,42,27,11,54,43,12,3,3,3,15,25,3.346,0.279,-1,-1,185,71,0.404227586
schmimi01,1985,1,PHI,NL,R,158,549,89,152,31,5,33,93,1,3,87,117,8,3,0,6,10,36,3.926,0.277,-1,-1,195,74,0.25976646
sciosmi01,1985,1,LAN,NL,L,141,429,47,127,26,3,7,53,3,3,77,21,9,5,11,3,10,27,3.123,0.296,-1,-1,200,74,0.79911748
simmote01,1985,1,ML4,AL,B,143,528,60,144,28,2,12,76,1,1,57,32,9,1,1,5,17,36,3.611,0.273,-1,-1,193,71,0.674926045
smithoz01,1985,1,SLN,NL,B,158,537,70,148,22,3,6,54,31,8,65,27,11,2,9,2,13,31,3.716,0.276,1,6,150,71,0.831159588
templga01,1985,1,SDN,NL,B,148,546,63,154,30,2,6,55,16,6,41,88,24,1,5,3,5,29,3.623,0.282,1,0,175,71,0.23585686
thomago01,1985,1,SEA,AL,R,135,484,76,104,16,1,32,87,3,2,84,126,6,1,2,3,11,35,3.506,0.215,-1,-1,210,74,0.205775313
thornan01,1985,1,CLE,AL,R,124,461,49,109,13,0,22,88,3,2,47,75,1,0,0,6,14,36,3.136,0.236,-1,-1,200,75,0.281483763
trammal01,1985,1,DET,AL,R,149,605,79,156,21,7,13,57,14,5,50,71,4,2,11,9,6,27,4.043,0.258,1,0,165,72,0.324528275
upshawi01,1985,1,TOR,AL,L,148,501,79,138,31,5,15,65,8,8,48,71,7,4,1,3,6,28,3.389,0.275,-1,-1,185,72,0.344918827
uribejo01,1985,1,SFN,NL,B,147,476,46,113,20,4,3,26,8,2,30,57,8,2,5,0,5,26,3.123,0.237,-1,-1,155,70,0.226652795
walkegr01,1985,1,CHA,AL,L,163,601,77,155,38,4,24,92,5,2,44,100,6,2,0,3,16,26,3.981,0.258,-1,-1,205,75,0.289447056
wallati01,1985,1,MON,NL,R,155,569,70,148,36,3,22,81,9,9,38,79,8,5,0,5,17,28,3.747,0.26,1,0,220,75,0.337417106
wardga01,1985,1,TEX,AL,R,154,593,77,170,28,7,15,70,26,7,39,97,3,1,0,5,19,32,3.901,0.287,1,0,195,74,0.277321145
whitalo01,1985,1,DET,AL,L,152,609,102,170,29,8,21,73,6,4,80,56,9,2,5,5,3,28,4.253,0.279,1,4,160,71,0.51476361
whitefr01,1985,1,KCA,AL,R,149,563,62,140,25,1,22,69,10,4,28,86,2,1,5,3,8,35,3.648,0.249,-1,-1,165,71,0.26511019
wilsogl01,1985,1,PHI,NL,R,161,608,73,167,39,5,14,102,7,4,35,117,1,0,0,7,24,27,3.969,0.275,1,0,190,73,0.247408151
wilsowi02,1985,1,KCA,AL,B,141,605,87,168,25,21,4,43,43,11,29,94,3,5,2,1,6,30,3.914,0.278,-1,-1,190,75,0.286160285
winfida01,1985,1,NYA,AL,R,155,633,105,174,34,6,26,114,19,7,52,96,8,0,0,4,17,34,4.228,0.275,1,9,220,78,0.381844305
yountro01,1985,1,ML4,AL,R,122,466,76,129,26,3,15,68,10,4,49,56,3,2,1,9,8,30,3.179,0.277,-1,-1,165,72,0.426555545
baineha01,1986,1,CHA,AL,L,145,570,72,169,29,2,21,88,2,1,38,89,9,2,0,8,14,27,3.753,0.296,1,0,175,74,0.250535886
balbost01,1986,1,KCA,AL,R,138,512,54,117,25,1,29,88,0,0,43,146,2,1,0,6,8,29,3.426,0.229,-1,-1,225,75,0.140560664
barfije01,1986,1,TOR,AL,R,158,589,107,170,35,2,40,108,8,8,69,146,5,8,0,5,9,27,4.062,0.289,1,0,200,73,0.214009204
barrema02,1986,1,BOS,AL,R,158,625,94,179,39,4,4,60,15,7,65,31,0,1,18,4,13,28,4.259,0.286,-1,-1,175,70,0.725959843
basske01,1986,1,HOU,NL,B,157,591,83,184,33,5,20,79,22,13,38,72,11,6,1,4,15,27,3.883,0.311,1,0,183,72,0.350176112
baylodo01,1986,1,BOS,AL,R,160,585,93,139,23,1,31,94,3,5,62,111,8,35,0,5,12,37,3.994,0.238,-1,-1,190,73,0.229885019
bellbu01,1986,1,CIN,NL,R,155,568,89,158,29,3,20,75,2,8,73,49,4,5,3,6,14,35,3.957,0.278,-1,-1,180,73,0.463510705
bellge02,1986,1,TOR,AL,R,159,641,101,198,38,6,31,108,7,8,41,62,3,2,0,6,15,27,4.21,0.309,-1,-1,190,73,0.488886557
bernato01,1986,1,CLE,AL,B,146,562,88,169,28,4,17,73,17,8,53,77,5,6,7,8,6,30,3.796,0.301,-1,-1,150,69,0.307154232
boggswa01,1986,1,BOS,AL,L,149,580,107,207,47,2,8,71,0,4,105,44,14,0,4,4,11,28,4.228,0.357,1,5,190,74,0.556570683
bradlph01,1986,1,SEA,AL,R,143,526,88,163,27,4,12,50,21,12,77,134,1,8,1,2,9,27,3.722,0.31,-1,-1,185,72,0.157093579
breamsi01,1986,1,PIT,NL,L,154,522,73,140,37,5,16,77,13,7,60,73,5,1,1,7,14,26,3.593,0.268,-1,-1,215,76,0.315385435
brenlbo01,1986,1,SFN,NL,R,149,472,60,116,26,0,16,62,10,6,74,97,10,3,5,3,4,32,3.37,0.246,-1,-1,210,74,0.186911906
brettge01,1986,1,KCA,AL,L,124,441,70,128,28,4,16,73,1,2,80,45,18,4,0,4,6,33,3.216,0.29,0,0,185,72,0.4446211
brunato01,1986,1,MIN,AL,R,157,593,69,152,28,1,23,75,12,4,53,98,4,1,1,7,15,26,3.988,0.256,-1,-1,210,76,0.221114554
bucknbi01,1986,1,BOS,AL,L,153,629,73,168,39,2,18,102,6,4,40,25,9,4,0,8,25,37,4.13,0.267,-1,-1,185,72,1
butlebr01,1986,1,CLE,AL,L,161,587,92,163,17,14,4,51,32,15,70,65,1,4,17,5,8,29,4.056,0.278,-1,-1,160,70,0.336609496
cangejo01,1986,1,CHA,AL,B,137,438,65,103,16,3,2,32,50,17,71,61,0,7,6,3,5,23,3.142,0.235,-1,-1,150,68,0.286967293
cansejo01,1986,1,OAK,AL,R,157,600,85,144,29,1,33,117,15,7,65,175,1,8,0,9,12,22,4.105,0.24,0,0,240,76,0.166624154
cartega01,1986,1,NYN,NL,R,132,490,81,125,14,2,24,105,1,0,62,63,9,6,0,15,21,32,3.407,0.255,1,2,205,74,0.375334755
cartejo01,1986,1,CLE,AL,R,162,663,108,200,36,9,29,121,29,7,32,95,3,5,1,8,8,26,4.29,0.302,-1,-1,215,75,0.363961321
colemvi01,1986,1,SLN,NL,B,154,600,94,139,13,8,0,29,107,14,60,98,0,2,3,5,4,25,4.074,0.232,-1,-1,170,72,0.266744064
colesda01,1986,1,DET,AL,R,142,521,67,142,30,2,20,86,6,2,45,84,3,6,7,8,8,24,3.494,0.273,-1,-1,185,73,0.261704142
coopece01,1986,1,ML4,AL,L,134,542,46,140,24,1,12,75,1,2,41,87,2,1,1,4,15,37,3.599,0.258,-1,-1,165,74,0.190470573
cruzjo01,1986,1,HOU,NL,L,141,479,48,133,22,4,10,72,3,4,55,86,12,0,0,2,9,39,3.296,0.278,-1,-1,170,72,0.192709545
davisal01,1986,1,SEA,AL,L,135,479,66,130,18,1,18,72,0,3,76,68,10,3,2,2,11,26,3.426,0.271,-1,-1,195,73,0.268192751
davisch01,1986,1,SFN,NL,B,153,526,71,146,28,3,13,70,16,13,84,96,23,1,2,5,11,26,3.765,0.278,1,0,195,75,0.218157907
davisgl01,1986,1,HOU,NL,R,158,574,91,152,32,3,31,101,3,1,64,72,6,9,0,7,11,25,3.938,0.265,1,0,205,75,0.377567514
davisjo02,1986,1,CHN,NL,R,148,528,61,132,27,2,21,74,0,1,41,110,4,0,4,8,14,30,3.512,0.25,1,0,192,76,0.175231192
davismi02,1986,1,OAK,AL,L,142,489,77,131,28,3,19,55,27,4,34,91,2,1,4,5,7,27,3.228,0.268,-1,-1,175,74,0.239280504
dawsoan01,1986,1,MON,NL,R,130,496,65,141,32,2,20,78,18,12,37,79,11,6,1,6,13,32,3.29,0.284,-1,-1,180,75,0.283550584
decindo01,1986,1,CAL,AL,R,140,512,69,131,20,3,26,96,2,2,52,74,4,2,2,4,19,36,3.481,0.256,-1,-1,190,74,0.30407613
deerro01,1986,1,ML4,AL,R,134,466,75,108,17,3,33,86,5,2,72,179,3,3,2,3,4,26,3.321,0.232,-1,-1,210,75,0.127437369
diazbo01,1986,1,CIN,NL,R,134,474,50,129,21,0,10,56,1,1,40,52,0,0,2,3,11,33,3.173,0.272,-1,-1,185,71,0.276679374
doranbi02,1986,1,HOU,NL,B,145,550,92,152,29,3,6,37,42,19,81,57,7,2,4,5,10,28,3.895,0.276,-1,-1,175,71,0.382023829
downibr01,1986,1,CAL,AL,R,152,513,90,137,27,4,20,95,4,4,90,84,2,17,3,8,14,36,3.722,0.267,-1,-1,170,70,0.297619048
dunstsh01,1986,1,CHN,NL,R,150,581,66,145,37,3,17,68,13,11,21,114,5,3,4,2,5,23,3.716,0.25,-1,-1,175,73,0.186424547
durhale01,1986,1,CHN,NL,L,141,484,66,127,18,7,20,65,8,7,67,98,16,1,0,5,6,29,3.401,0.262,-1,-1,185,73,0.195639069
easlemi01,1986,1,NYA,AL,L,146,490,64,148,26,2,14,78,3,2,49,87,13,0,2,5,17,36,3.327,0.302,-1,-1,190,72,0.224010845
evansda01,1986,1,DET,AL,L,151,507,78,122,15,0,29,85,3,2,91,105,5,1,0,2,6,39,3.691,0.241,-1,-1,200,74,0.208340642
evansdw01,1986,1,BOS,AL,R,152,529,86,137,33,2,26,97,3,3,97,117,4,6,2,6,11,35,3.864,0.259,-1,-1,180,74,0.219893367
fernato01,1986,1,TOR,AL,B,163,687,91,213,33,9,10,65,25,12,27,52,0,4,5,4,8,24,4.407,0.31,1,0,165,74,0.46684842
fletcsc01,1986,1,TEX,AL,R,147,530,82,159,34,5,3,50,12,11,47,59,0,4,10,3,10,28,3.562,0.3,-1,-1,168,71,0.328553975
francju01,1986,1,CLE,AL,R,149,599,80,183,30,5,10,74,10,7,32,66,1,0,0,5,28,28,3.895,0.306,-1,-1,160,72,0.329976966
gaettga01,1986,1,MIN,AL,R,157,596,91,171,34,1,34,108,14,15,52,108,4,6,1,6,18,28,4,0.287,-1,-1,180,72,0.271964993
gantnji01,1986,1,ML4,AL,L,139,497,58,136,25,1,7,38,13,7,26,50,2,6,6,7,13,33,3.228,0.274,-1,-1,180,72,0.296074783
garvest01,1986,1,SDN,NL,R,155,557,58,142,22,0,21,81,1,2,23,72,5,1,0,3,18,38,3.58,0.255,-1,-1,192,70,0.264831243
gibsoki01,1986,1,DET,AL,L,119,441,84,118,11,2,28,86,34,6,68,107,4,7,1,4,8,29,3.142,0.268,-1,-1,215,75,0.238508024
griffal01,1986,1,OAK,AL,B,162,594,74,169,23,6,4,51,33,16,35,52,6,2,12,6,5,29,3.883,0.285,-1,-1,160,71,0.382757275
guilloz01,1986,1,CHA,AL,L,159,547,58,137,19,4,2,47,8,4,12,52,1,1,12,5,14,22,3.451,0.25,-1,-1,150,71,0.276635352
gwynnto01,1986,1,SDN,NL,L,160,642,107,211,33,7,14,59,37,9,52,35,11,3,2,2,20,26,4.284,0.329,1,7,185,71,0.765009046
hayesvo01,1986,1,PHI,NL,L,158,610,107,186,46,2,19,98,24,12,74,77,9,1,1,4,14,28,4.222,0.305,-1,-1,185,77,0.400400064
henderi01,1986,1,NYA,AL,R,153,608,130,160,31,5,28,74,87,18,89,81,2,2,0,2,12,28,4.302,0.263,1,7,180,70,0.456363438
hernake01,1986,1,NYN,NL,L,149,551,94,171,34,1,13,83,2,1,94,69,9,4,0,3,14,33,3.981,0.31,1,3,180,72,0.342779889
herrto01,1986,1,SLN,NL,B,152,559,48,141,30,4,2,61,22,8,73,75,10,5,6,4,8,30,3.901,0.252,-1,-1,175,72,0.232036304
hornebo01,1986,1,ATL,NL,R,141,517,70,141,22,0,27,87,1,4,52,72,8,2,0,10,16,29,3.512,0.273,-1,-1,195,73,0.299540893
hrbekke01,1986,1,MIN,AL,L,149,550,85,147,27,1,29,91,2,2,71,81,9,6,0,7,15,26,3.833,0.267,-1,-1,200,76,0.30221908
huletti01,1986,1,CHA,AL,R,150,520,53,120,16,5,17,44,4,1,21,91,0,1,6,4,11,26,3.34,0.231,-1,-1,185,72,0.159199036
incavpe01,1986,1,TEX,AL,R,153,540,82,135,21,2,30,88,3,2,55,185,2,4,0,7,9,22,3.673,0.25,-1,-1,225,73,0.127251451
jacksre01,1986,1,CAL,AL,L,132,419,65,101,12,2,18,58,1,1,92,115,11,3,0,3,14,40,3.154,0.241,-1,-1,195,72,0.141365376
jacobbr01,1986,1,CLE,AL,R,158,583,83,168,30,4,17,80,2,1,56,137,5,0,1,1,15,27,3.944,0.288,1,0,175,71,0.164269805
jeltzst01,1986,1,PHI,NL,B,145,439,44,96,11,4,0,36,6,3,65,97,9,1,3,2,9,27,3.111,0.219,-1,-1,180,71,0.108576588
joynewa01,1986,1,CAL,AL,L,154,593,82,172,27,3,22,100,5,2,57,58,8,2,10,12,11,24,4.012,0.29,1,3,185,74,0.429281763
kingmda01,1986,1,OAK,AL,R,144,561,70,118,19,0,35,94,3,3,33,126,3,3,0,7,16,38,3.667,0.21,-1,-1,210,78,0.182675411
knighra01,1986,1,NYN,NL,R,137,486,51,145,24,2,11,76,2,1,40,63,2,4,3,8,19,34,3.247,0.298,-1,-1,185,73,0.274658067
lacyle01,1986,1,BAL,AL,R,130,491,77,141,18,0,11,47,4,6,37,71,2,0,4,5,12,38,3.259,0.287,-1,-1,175,73,0.230505007
lansfca01,1986,1,OAK,AL,R,151,591,80,168,16,4,19,72,16,7,39,51,2,5,1,4,16,29,3.889,0.284,-1,-1,195,74,0.422903703
lombast01,1986,1,MIN,AL,R,156,453,53,103,20,5,8,33,3,1,52,76,2,1,9,0,8,26,3.117,0.227,-1,-1,175,72,0.167339876
mattido01,1986,1,NYA,AL,L,162,677,117,238,53,2,31,113,0,0,53,35,11,1,1,10,17,25,4.506,0.352,1,0,175,72,0.940477528
mcdowod01,1986,1,TEX,AL,L,154,572,105,152,24,7,18,49,33,15,65,112,5,1,3,2,12,24,3.932,0.266,-1,-1,165,69,0.219497253
mcgeewi01,1986,1,SLN,NL,B,124,497,65,127,22,7,7,48,19,16,37,82,7,1,0,4,8,28,3.296,0.256,-1,-1,175,73,0.213502316
mcreyke01,1986,1,SDN,NL,R,158,560,89,161,31,6,26,96,8,6,66,83,6,1,5,9,9,27,3.864,0.288,-1,-1,205,72,0.321289152
morelke01,1986,1,CHN,NL,R,156,586,72,159,30,0,12,79,3,6,53,48,10,0,2,11,15,32,3.944,0.271,-1,-1,190,72,0.425462003
morriji01,1986,1,PIT,NL,R,154,537,58,147,35,4,23,88,9,8,47,88,5,4,0,5,6,34,3.605,0.274,-1,-1,175,71,0.256904062
mosebll01,1986,1,TOR,AL,L,152,589,89,149,24,5,21,86,32,11,64,122,3,6,2,7,7,27,4.031,0.253,1,0,200,75,0.21940499
murphda05,1986,1,ATL,NL,R,160,614,89,163,29,7,29,83,7,7,75,141,5,2,0,1,10,30,4.253,0.265,1,8,210,76,0.180255288
murraed02,1986,1,BAL,AL,B,137,495,61,151,25,1,17,84,3,0,78,49,7,0,0,5,17,30,3.537,0.305,0,0,190,74,0.406233864
oberkke01,1986,1,ATL,NL,L,151,503,62,136,24,3,5,48,7,4,83,40,6,2,4,4,11,30,3.617,0.27,-1,-1,175,72,0.388291984
obriepe03,1986,1,TEX,AL,L,156,551,86,160,23,3,23,90,4,4,87,66,11,0,0,3,19,28,3.938,0.29,-1,-1,185,73,0.361482321
oestero01,1986,1,CIN,NL,B,153,523,52,135,23,2,8,44,9,2,52,84,16,1,7,3,18,30,3.549,0.258,-1,-1,185,74,0.171260366
paglimi01,1986,1,NYA,AL,L,149,504,71,120,24,3,28,71,4,1,54,120,10,4,1,2,10,26,3.444,0.238,-1,-1,205,73,0.174491642
parkeda01,1986,1,CIN,NL,L,162,637,89,174,31,3,31,116,1,6,56,126,16,1,0,6,18,35,4.278,0.273,1,0,230,77,0.22401748
parrila01,1986,1,TEX,AL,R,129,464,67,128,22,1,28,94,3,1,52,114,7,2,0,6,16,33,3.185,0.276,-1,-1,190,75,0.196488278
penato01,1986,1,PIT,NL,R,144,510,56,147,26,2,10,52,9,10,53,69,6,1,0,1,21,29,3.475,0.288,1,0,175,72,0.234171851
pendlte01,1986,1,SLN,NL,B,159,578,56,138,26,5,1,59,24,6,34,59,10,1,6,7,12,26,3.778,0.239,-1,-1,178,69,0.301992776
pettiga01,1986,1,CAL,AL,B,154,539,93,139,23,4,5,58,50,13,69,132,2,0,15,5,7,28,3.753,0.258,-1,-1,165,73,0.183868994
phillto02,1986,1,OAK,AL,B,118,441,76,113,14,5,5,52,15,10,76,82,0,3,9,3,2,27,3.191,0.256,-1,-1,175,70,0.212233403
preslji01,1986,1,SEA,AL,R,155,616,83,163,33,4,27,107,0,4,32,172,3,4,3,5,18,25,4,0.265,0,0,200,73,0.153816887
puckeki01,1986,1,MIN,AL,R,161,680,119,223,37,6,31,96,20,12,34,99,4,7,2,0,14,26,4.407,0.328,1,8,178,68,0.325109696
raineti01,1986,1,MON,NL,B,151,580,91,194,35,10,9,62,70,9,78,60,9,2,1,3,6,27,4.062,0.334,1,0,160,68,0.480947585
ramirra01,1986,1,ATL,NL,R,134,496,57,119,21,1,8,33,19,8,21,60,1,3,7,3,16,28,3.191,0.24,-1,-1,170,72,0.241467479
randowi01,1986,1,NYA,AL,R,141,492,76,136,15,2,5,50,15,2,94,49,0,3,8,4,11,32,3.617,0.276,-1,-1,165,71,0.34671462
rayjo01,1986,1,PIT,NL,B,155,579,67,174,33,0,7,78,6,9,58,47,10,3,1,7,21,29,3.932,0.301,-1,-1,170,71,0.423511556
riceji01,1986,1,BOS,AL,R,157,618,98,200,39,2,20,110,0,1,62,78,5,4,0,9,19,33,4.198,0.324,1,0,200,74,0.359274452
rileser01,1986,1,ML4,AL,L,145,524,69,132,24,2,9,47,7,7,54,80,0,1,6,3,14,26,3.568,0.252,-1,-1,180,73,0.205828308
ripkeca01,1986,1,BAL,AL,R,162,627,98,177,35,1,25,81,4,2,70,60,5,4,0,6,19,26,4.302,0.282,1,6,200,76,0.423629407
samueju01,1986,1,PHI,NL,R,145,591,90,157,36,12,16,78,42,14,26,142,3,8,1,7,8,26,3.809,0.266,-1,-1,170,71,0.200969203
sandbry01,1986,1,CHN,NL,R,154,627,68,178,28,5,14,76,34,11,46,79,6,0,3,6,11,27,4.154,0.284,1,4,175,73,0.296721585
saxst01,1986,1,LAN,NL,R,157,633,91,210,43,4,6,56,40,17,59,58,5,3,6,3,12,26,4.272,0.332,1,0,185,71,0.431151092
schmimi01,1986,1,PHI,NL,R,160,552,97,160,29,1,37,119,1,2,89,84,25,7,0,9,8,37,3.957,0.29,1,5,195,74,0.352150395
schofdi02,1986,1,CAL,AL,R,139,458,67,114,17,6,13,57,23,5,48,55,2,5,9,9,8,24,3.123,0.249,-1,-1,175,70,0.346676822
smallro02,1986,1,MIN,AL,B,143,459,59,113,20,4,20,57,1,3,68,80,4,0,1,2,10,34,3.253,0.246,-1,-1,185,73,0.209722413
smithlo01,1986,1,KCA,AL,R,134,508,80,146,25,7,8,44,26,9,46,78,0,10,2,2,10,31,3.42,0.287,-1,-1,170,69,0.253840199
smithoz01,1986,1,SLN,NL,B,153,514,67,144,19,4,0,54,31,7,79,27,13,2,11,3,9,32,3.66,0.28,1,6,150,71,0.675483093
strawda01,1986,1,NYN,NL,L,136,475,76,123,27,5,27,93,28,12,72,141,9,6,0,9,4,24,3.377,0.259,1,9,190,78,0.189106256
tartada01,1986,1,SEA,AL,R,137,511,76,138,25,6,25,96,4,8,61,157,2,1,2,3,10,24,3.531,0.27,-1,-1,185,73,0.1539357
templga01,1986,1,SDN,NL,B,147,510,42,126,21,2,2,44,10,5,35,86,21,1,1,2,12,30,3.364,0.247,-1,-1,175,71,0.146696055
thompro01,1986,1,SFN,NL,R,149,549,73,149,27,3,7,47,12,15,42,112,0,5,18,1,11,24,3.648,0.271,-1,-1,165,71,0.157257157
trammal01,1986,1,DET,AL,R,151,574,107,159,33,7,21,75,25,12,59,57,4,5,11,4,7,28,3.907,0.277,-1,-1,165,72,0.489727474
upshawi01,1986,1,TOR,AL,L,155,573,85,144,28,6,9,60,23,5,78,87,4,2,4,4,5,29,4.019,0.251,-1,-1,185,72,0.252653549
uribejo01,1986,1,SFN,NL,B,157,453,46,101,15,1,3,43,22,11,61,76,19,0,3,0,2,27,3.173,0.223,-1,-1,155,70,0.178287127
